Date,CampaignID,Impressions,Reach,Spend_IDR
2024-08-24,RADIO_001,577215,367136,10732093
2024-08-25,RADIO_001,1295098,1060949,14101558
2024-08-26,RADIO_001,788024,671396,5741761
2024-08-29,RADIO_001,814110,491343,14902225
2024-08-31,RADIO_001,879776,681007,14016233
2024-09-02,RADIO_001,781855,615663,11702539
2024-09-03,RADIO_001,969773,633894,7112082
2024-09-05,RADIO_001,1172611,816326,7452793
2024-09-08,RADIO_001,1551113,1003835,16332400
2024-09-09,RADIO_001,1475909,1279475,10134344
2024-09-10,RADIO_001,1626003,1213944,14011776
2024-09-11,RADIO_001,1975395,1580722,8255811
2024-09-12,RADIO_001,1434971,885233,8266219
2024-09-13,RADIO_001,999035,730783,9500242
2024-09-14,RADIO_001,1763772,1330539,7976612
2024-09-15,RADIO_001,1595868,992101,9835073
2024-09-16,RADIO_001,1718475,1418984,5732456
2024-09-19,RADIO_001,1463417,894892,9769919
2024-09-20,RADIO_001,1250537,884447,12778777
2024-09-21,RADIO_001,1770082,1524554,13713624
2024-09-22,RADIO_001,1543338,1334758,15237267
2024-09-23,RADIO_001,1366815,1127342,10176298
2024-09-25,RADIO_001,1906325,1446829,5534346
2024-09-26,RADIO_001,640486,531876,9824236
2024-09-28,RADIO_001,2020276,1256020,9674870
2024-09-30,RADIO_001,1903991,1529736,10929847
2024-10-01,RADIO_001,1015969,694087,11895342
2024-10-04,RADIO_001,573741,349590,8552896
2024-10-05,RADIO_001,1501979,1280039,15144392
2024-10-06,RADIO_001,983946,722395,10401024
2024-10-07,RADIO_001,834883,731935,14541316
2024-10-08,RADIO_001,1331087,1170358,14855241
2024-10-09,RADIO_001,1854575,1190482,12482388
2024-10-10,RADIO_001,1900518,1449555,9245726
2024-10-11,RADIO_001,501184,422519,6411261
2024-10-12,RADIO_001,2152713,1426378,13606197
2024-10-13,RADIO_001,1616477,1049384,6944382
2024-10-15,RADIO_001,1399145,911378,9633910
2024-10-17,RADIO_001,737424,594685,11623718
2024-10-18,RADIO_001,870809,717993,9253564
2024-10-19,RADIO_001,2113389,1392581,16580607
2024-10-20,RADIO_001,1250401,1017822,7052611
2024-10-21,RADIO_001,923811,659053,11247006
2024-10-22,RADIO_001,1255833,1020527,12190228
2024-10-23,RADIO_001,1001323,608526,8244382
2024-10-24,RADIO_001,1845947,1394549,13033045
2024-10-25,RADIO_001,1818806,1098382,5308246
2024-10-27,RADIO_001,2169276,1317439,10103213
2024-10-28,RADIO_001,828980,604050,10489325
2024-10-29,RADIO_001,501075,441475,12271311
2024-10-30,RADIO_001,895210,547283,7335804
2024-10-31,RADIO_001,972825,617345,14863499
2024-11-01,RADIO_001,1781852,1206467,12194599
2024-11-02,RADIO_001,672489,424353,8677080
2024-11-03,RADIO_001,1465006,990414,8759020
2024-11-06,RADIO_001,1071720,775449,8544239
2024-11-08,RADIO_001,1916142,1342801,13567299
2024-11-09,RADIO_001,920809,666702,7140678
2024-11-10,RADIO_001,848043,624752,16518725
2024-11-11,RADIO_001,1074604,924943,11918639
2024-11-12,RADIO_001,600860,444280,9395077
2024-11-14,RADIO_001,1241017,788714,13321624
2024-11-15,RADIO_001,1546985,1294947,8032195
2024-11-16,RADIO_001,1301430,941138,11947847
2024-11-17,RADIO_001,914287,563749,7636453
2024-11-18,RADIO_001,1440887,1001290,5092008
2024-11-20,RADIO_001,1036761,624685,8458285
2024-11-22,RADIO_001,1838111,1398171,14401798
2024-11-23,RADIO_001,1242661,986880,13845335
2024-11-24,RADIO_001,1363722,1043093,6648571
2024-11-26,RADIO_001,815071,585404,13226479
2024-11-27,RADIO_001,725743,545084,9001552
2024-11-29,RADIO_001,1773151,1439475,9906135
2024-11-30,RADIO_001,2101498,1624681,9092347
2024-12-01,RADIO_001,1960404,1202205,9229437
2024-12-03,RADIO_001,1092162,816571,12960685
2024-12-05,RADIO_001,573949,344773,10374937
2024-12-06,RADIO_001,681897,432410,11805830
2024-12-07,RADIO_001,1803324,1178535,13774044
2024-12-08,RADIO_001,1024649,877104,17284764
2024-12-11,RADIO_001,1653875,1288397,13218014
2024-12-12,RADIO_001,682833,514124,7625086
2024-12-13,RADIO_001,1213038,860110,8593389
2024-12-14,RADIO_001,857762,612804,16815110
2024-12-15,RADIO_001,1832301,1611644,13499325
2024-12-16,RADIO_001,594894,464555,14502112
2024-12-17,RADIO_001,1294713,1036812,13937741
2024-12-19,RADIO_001,1818321,1262788,5385915
2024-12-20,RADIO_001,1397459,851459,9684612
2024-12-21,RADIO_001,1300078,1129157,6393598
2024-12-23,RADIO_001,1858774,1403140,6616376
2024-12-24,RADIO_001,1636203,1340887,14217266
2024-12-26,RADIO_001,1532439,1020477,7110066
2024-12-27,RADIO_001,1675928,1233447,12820018
2024-12-30,RADIO_001,911017,632658,7284258
2024-12-31,RADIO_001,814278,599796,7731596
2025-01-02,RADIO_001,1071647,673772,8541875
2025-01-04,RADIO_001,1316020,891221,7255294
2025-01-05,RADIO_001,1416085,1040045,4533574
2025-01-06,RADIO_001,1060927,882343,5048664
2025-01-07,RADIO_001,829142,719884,7824088
2025-01-08,RADIO_001,1191419,861576,9392660
2025-01-09,RADIO_001,1217528,813661,6342574
2025-01-10,RADIO_001,721151,571629,9142677
2025-01-11,RADIO_001,1361718,857461,5117947
2025-01-12,RADIO_001,820861,732137,11382919
2025-01-14,RADIO_001,1090316,801705,3786847
2025-01-15,RADIO_001,382733,329556,8452659
2025-01-16,RADIO_001,534455,474639,4391183
2025-01-17,RADIO_001,767516,537947,9109600
2025-01-18,RADIO_001,1068833,843878,8237443
2025-01-19,RADIO_001,607483,540475,12168694
2025-01-20,RADIO_001,700036,514342,6867879
2025-01-21,RADIO_001,785589,644039,6549124
2025-01-22,RADIO_001,612456,479467,9332898
2025-01-23,RADIO_001,860360,597205,6088164
2025-01-24,RADIO_001,460789,370898,4996608
2025-01-25,RADIO_001,1283586,790193,12185093
2025-01-28,RADIO_001,1374882,1044486,7601041
2025-01-30,RADIO_001,812792,630261,4837363
2025-02-02,RADIO_001,1369914,1070333,4598291
2025-02-03,RADIO_001,1129425,938692,6963799
2025-02-04,RADIO_001,1372429,1096583,5636501
2025-02-05,RADIO_001,1117658,751798,5463242
2025-02-06,RADIO_001,654486,516175,7208837
2025-02-07,RADIO_001,647461,388523,8084587
2025-02-08,RADIO_001,1449830,971506,12042369
2025-02-10,RADIO_001,742285,597123,10296332
2025-02-11,RADIO_001,1362008,1037434,6273731
2025-02-12,RADIO_001,1088704,863840,4341896
2025-02-13,RADIO_001,373312,258002,10156589
2025-02-15,RADIO_001,1047571,887439,6318923
2025-02-16,RADIO_001,1362550,891619,12121373
2025-02-18,RADIO_001,1172454,1042119,6316062
2025-02-19,RADIO_001,854988,609515,6444411
2025-02-20,RADIO_001,1069815,781890,3865880
2025-02-21,RADIO_001,1192688,889647,9212234
2025-02-22,RADIO_001,750443,503399,9559978
2025-02-24,RADIO_001,357127,230662,4163379
2025-02-25,RADIO_001,653250,421203,10470616
2025-02-26,RADIO_001,896168,635782,10052879
2025-02-28,RADIO_001,567646,404924,5845059
2025-03-01,RADIO_001,752171,581548,9889353
2025-03-02,RADIO_001,894441,788079,5806828
2025-03-03,RADIO_001,617841,394250,8148518
2025-03-04,RADIO_001,515544,336239,5637894
2025-03-06,RADIO_001,748434,562796,7404670
2025-03-07,RADIO_001,659864,541102,5693573
2025-03-09,RADIO_001,1486588,1047998,5019997
2025-03-10,RADIO_001,482092,374489,6016802
2025-03-11,RADIO_001,824462,691793,4920954
2025-03-12,RADIO_001,925422,750352,4178421
2025-03-14,RADIO_001,1095681,880054,4568607
2025-03-15,RADIO_001,804537,644292,7658680
2025-03-16,RADIO_001,1505196,1263372,9163324
2025-03-19,RADIO_001,783481,672192,7859188
2025-03-20,RADIO_001,994393,833362,10367206
2025-03-21,RADIO_001,1146323,695355,4784205
2025-03-23,RADIO_001,843350,660721,9719798
2025-03-24,RADIO_001,463360,287697,5897326
2025-03-25,RADIO_001,1129311,850281,7144587
2025-03-26,RADIO_001,377769,264690,6286610
2025-03-29,RADIO_001,1425610,1044092,9137481
2025-03-30,RADIO_001,1018799,907578,4825887
2025-03-31,RADIO_001,548828,456294,3996413
2025-04-02,RADIO_001,379754,322243,8010962
2025-04-04,RADIO_001,575597,352322,8460737
2025-04-05,RADIO_001,810330,587923,5700482
2025-04-06,RADIO_001,729339,443986,8204732
2025-04-07,RADIO_001,663605,570755,6270213
2025-04-10,RADIO_001,1081032,715451,4416518
2025-04-11,RADIO_001,1216573,775909,3955005
2025-04-14,RADIO_001,1000417,841273,8710577
2025-04-15,RADIO_001,835579,737223,9000659
2025-04-16,RADIO_001,1174325,994035,6738334
2025-04-17,RADIO_001,841146,748974,4758584
2025-04-20,RADIO_001,1183295,1004629,8130019
2025-04-21,RADIO_001,925820,610295,9467072
2025-04-22,RADIO_001,907401,558511,5473506
2025-04-23,RADIO_001,489234,327796,9188851
2025-04-24,RADIO_001,1151791,845644,7119846
2025-04-26,RADIO_001,591270,432283,5150037
2025-04-27,RADIO_001,1103740,790763,10445771
2025-04-28,RADIO_001,954276,693788,5087859
2025-04-29,RADIO_001,1046051,895170,4694742
2025-04-30,RADIO_001,1374303,961974,6940599
2025-05-01,RADIO_001,986315,618311,4131369
2025-05-06,RADIO_001,1251292,1109959,6649389
2025-05-07,RADIO_001,962499,732958,10020745
2025-05-08,RADIO_001,353905,237984,4965014
2025-05-09,RADIO_001,820909,734052,6159719
2025-05-10,RADIO_001,563720,346342,7998336
2025-05-12,RADIO_001,507355,391449,8824933
2025-05-13,RADIO_001,362102,231420,5096432
2025-05-14,RADIO_001,1385151,959341,4318151
2025-05-15,RADIO_001,967088,598833,4893576
2025-05-18,RADIO_001,429227,340039,7980800
2025-05-19,RADIO_001,567178,451591,5390409
2025-05-20,RADIO_001,1073564,826131,4757615
2025-05-22,RADIO_001,1057192,670792,8999666
2025-05-23,RADIO_001,1342234,862363,6590831
2025-05-24,RADIO_001,1557853,1088928,7408632
2025-05-27,RADIO_001,1395384,942999,9124792
2025-05-28,RADIO_001,659677,398827,7141265
2025-05-29,RADIO_001,815779,531342,5473558
2025-06-01,RADIO_001,1191790,1056958,9660776
2025-06-02,RADIO_001,1324181,1164802,5235527
2025-06-05,RADIO_001,593162,388144,7097130
2025-06-07,RADIO_001,1535833,1007122,8136673
2025-06-10,RADIO_001,681910,495985,4690999
2025-06-11,RADIO_001,1370841,885576,5464449
2025-06-13,RADIO_001,1311740,900352,7673278
2025-06-14,RADIO_001,1262966,1018467,9674110
2025-06-15,RADIO_001,1556771,1365273,6318500
2025-06-16,RADIO_001,824939,599992,9423357
2025-06-17,RADIO_001,914287,554745,6484842
2025-06-18,RADIO_001,1064048,841180,8969493
2025-06-20,RADIO_001,1176716,897129,7399333
2025-06-21,RADIO_001,1474232,1092743,5344504
2025-06-23,RADIO_001,1194474,952887,8219344
2025-06-24,RADIO_001,1193197,849670,7095433
2025-06-25,RADIO_001,1310313,821974,4169830
2025-06-26,RADIO_001,775900,623719,6392361
2025-06-27,RADIO_001,1160633,984755,7655940
2025-06-28,RADIO_001,1194796,1032968,11738320
2025-06-29,RADIO_001,1512238,1315606,8753080
2025-06-30,RADIO_001,762828,546436,5420888
2025-07-01,RADIO_001,1254116,778754,5380057
2025-07-02,RADIO_001,711731,440179,4709740
2025-07-03,RADIO_001,1279266,852577,8878947
2025-07-04,RADIO_001,1267254,1050350,6792268
2025-07-05,RADIO_001,1425681,859488,9834276
2025-07-06,RADIO_001,1296427,988983,11820842
2025-07-07,RADIO_001,896546,714202,5934390
2025-07-08,RADIO_001,1254293,810782,8499072
2025-07-09,RADIO_001,1071838,723448,6356140
2025-07-10,RADIO_001,789038,689070,9642424
2025-07-12,RADIO_001,1550083,1375696,6157646
2025-07-13,RADIO_001,597028,536611,4325987
2025-07-14,RADIO_001,1240838,752097,7017833
2025-07-15,RADIO_001,1255451,860032,5439178
2025-07-16,RADIO_001,582568,355622,8219537
2025-07-17,RADIO_001,1199426,1007649,5524352
2025-07-18,RADIO_001,984472,834977,7745585
2025-07-19,RADIO_001,722529,549742,6513752
2025-07-20,RADIO_001,512548,418024,7897014
2025-07-21,RADIO_001,783396,523569,4878675
2025-07-22,RADIO_001,821357,625176,6100243
2025-07-23,RADIO_001,1274442,930492,4590261
2025-07-24,RADIO_001,872875,668841,3749285
2025-07-25,RADIO_001,536355,362397,8449218
2025-07-28,RADIO_001,574885,355291,6983546
2025-07-29,RADIO_001,1095429,832655,4505813
2025-07-30,RADIO_001,1198564,782493,3564691
2025-07-31,RADIO_001,964760,670215,5858453
2025-08-01,RADIO_001,547461,398774,5060650
2025-08-02,RADIO_001,417074,315175,6415971
2025-08-03,RADIO_001,1114285,826077,12288112
2025-08-04,RADIO_001,1219797,850068,9995304
2025-08-05,RADIO_001,879642,724134,5338435
2025-08-06,RADIO_001,1109759,934185,3974574
2025-08-07,RADIO_001,797921,691587,8148880
2025-08-09,RADIO_001,1469144,1099970,10008646
2025-08-10,RADIO_001,668230,478826,10530795
2025-08-13,RADIO_001,723766,495947,5003211
2025-08-14,RADIO_001,614673,452553,8703330
2025-08-15,RADIO_001,760646,474639,10374541
2025-08-16,RADIO_001,1126231,817224,9162331
2025-08-17,RADIO_001,1026229,771131,4653033
2025-08-18,RADIO_001,479751,302391,4226875
2025-08-19,RADIO_001,614001,400373,4875378
2025-08-22,RADIO_001,570387,426400,5792964
2025-08-23,RADIO_001,1034213,899343,9839491
2025-08-24,RADIO_001,1358792,867119,10954517
2025-08-25,RADIO_001,617456,419236,4691068
2025-08-26,RADIO_001,1345119,858066,6379876
2025-08-28,RADIO_001,705918,453852,8910117
2025-08-30,RADIO_001,1086480,805654,9734385
2025-08-31,RADIO_001,508485,407019,10350798
2025-09-02,RADIO_001,1102463,806104,4484573
2025-09-03,RADIO_001,882108,562753,4458766
2025-09-04,RADIO_001,621177,462302,8845307
2025-09-06,RADIO_001,903428,750169,11267396
2025-09-07,RADIO_001,647707,466728,5232453
2025-09-09,RADIO_001,1094780,849390,8082348
2025-09-10,RADIO_001,709378,443476,7539373
2025-09-12,RADIO_001,1272457,878695,4006438
2025-09-13,RADIO_001,875181,593927,6963648
2025-09-14,RADIO_001,1272402,958705,7649883
2025-09-16,RADIO_001,963436,844026,7021478
2025-09-17,RADIO_001,1246311,838242,7514497
2025-09-19,RADIO_001,1329768,1060037,8627182
2025-09-20,RADIO_001,1513537,1121665,4577000
2025-09-21,RADIO_001,984318,627309,9994496
2025-09-22,RADIO_001,953008,749644,3951434
2025-09-23,RADIO_001,1254059,984044,9219714
2025-09-24,RADIO_001,788899,607189,8366607
2025-09-25,RADIO_001,1312953,840542,5951656
2025-09-26,RADIO_001,1320883,837111,3530517
2025-09-27,RADIO_001,853581,567025,6997264
2025-09-28,RADIO_001,443767,308815,7920478
2025-09-30,RADIO_001,1083022,750850,8574095
2025-10-01,RADIO_001,1223374,1093869,5407270
2025-10-02,RADIO_001,497047,346254,3567902
2025-10-03,RADIO_001,1340525,951136,4025655
2025-10-07,RADIO_001,1019903,804312,7887486
2025-10-08,RADIO_001,1118905,932141,10404898
2025-10-10,RADIO_001,857039,646399,4086629
2025-10-12,RADIO_001,1038938,635269,8995165
2025-10-13,RADIO_001,515375,401116,9296303
2025-10-14,RADIO_001,479636,428802,4649294
2025-10-15,RADIO_001,529890,424061,5091952
2025-10-16,RADIO_001,442406,384035,8004864
2025-10-17,RADIO_001,835479,599055,5693585
2025-10-20,RADIO_001,1170599,1029240,9547550
2025-10-21,RADIO_001,638271,540761,7538714
2025-10-22,RADIO_001,706163,492058,7453734
2025-10-23,RADIO_001,989655,847097,9460391
2025-10-24,RADIO_001,823063,496713,7136512
2025-10-25,RADIO_001,1117236,917121,9756804
2025-10-26,RADIO_001,543107,423049,4760702
2025-10-27,RADIO_001,801082,613867,4057515
2025-10-28,RADIO_001,1025959,718012,8543035
2025-10-30,RADIO_001,931099,561840,7962117
2025-10-31,RADIO_001,1339740,1132610,6132292
2025-11-01,RADIO_001,648488,455313,6318328
2025-11-02,RADIO_001,1024277,665381,6686950
2025-11-04,RADIO_001,1309256,991903,10023608
2025-11-06,RADIO_001,707604,488493,7910242
2025-11-07,RADIO_001,958513,657538,6986907
2025-11-08,RADIO_001,465623,314778,4904742
2025-11-09,RADIO_001,1384111,846608,5071707
2025-11-10,RADIO_001,1265122,943146,5407904
2025-11-11,RADIO_001,751055,577780,7123472
2025-11-12,RADIO_001,796833,561344,10478933
2025-11-14,RADIO_001,826984,674709,9332920
2025-11-15,RADIO_001,1290879,856517,11307401
2025-11-16,RADIO_001,1581105,1070486,6856855
2025-11-17,RADIO_001,767088,591729,3710141
2025-11-19,RADIO_001,924484,566001,9233751
2025-11-20,RADIO_001,1348123,1156338,7528846
2025-11-21,RADIO_001,561231,492059,5040768
2025-11-24,RADIO_001,837548,566198,7030664
2025-11-25,RADIO_001,488400,422943,3713475
2025-11-27,RADIO_001,738498,607218,7120052
2025-12-01,RADIO_001,843337,589693,5865789
2025-12-03,RADIO_001,768992,687459,4467624
2025-12-04,RADIO_001,804621,499917,7785110
2025-12-05,RADIO_001,888880,765888,8415150
2025-12-06,RADIO_001,1533402,1094020,4924493
2025-12-07,RADIO_001,794108,647079,10852826
2025-12-08,RADIO_001,501946,423325,5539056
2025-12-09,RADIO_001,1340463,1016515,8521824
2025-12-10,RADIO_001,692184,514083,6727234
2025-12-11,RADIO_001,1334652,1145994,10401941
2025-12-13,RADIO_001,1483293,1064834,9722532
2025-12-15,RADIO_001,1095294,969530,7707578
2025-12-16,RADIO_001,896856,610370,8722916
2025-12-18,RADIO_001,689046,512913,8126816
2025-12-19,RADIO_001,558291,496037,6334375
2025-12-20,RADIO_001,898839,635065,10364931
2025-12-21,RADIO_001,1059597,808516,7637251
2025-12-22,RADIO_001,870879,566708,4443500
2025-12-23,RADIO_001,985197,786036,10028520
2025-12-24,RADIO_001,1019827,847222,9862866
2025-12-25,RADIO_001,1211484,1037254,10220083
2025-12-26,RADIO_001,649907,442764,5396742
2025-12-28,RADIO_001,733252,483918,4839239
2025-12-29,RADIO_001,941282,566399,9085602
2025-12-30,RADIO_001,469642,377049,6355194
2024-01-03,RADIO_002,1721313,1499598,14539208
2024-01-04,RADIO_002,1714682,1459479,14338587
2024-01-05,RADIO_002,1939875,1558814,12387780
2024-01-06,RADIO_002,1339066,1044188,17347556
2024-01-07,RADIO_002,706246,529921,17194154
2024-01-08,RADIO_002,1374527,1199516,12919065
2024-01-10,RADIO_002,535188,374003,9023705
2024-01-11,RADIO_002,1769831,1129594,14107949
2024-01-12,RADIO_002,1298176,882647,10892673
2024-01-15,RADIO_002,1075923,883381,13903025
2024-01-16,RADIO_002,1891901,1392872,6225831
2024-01-18,RADIO_002,650795,487358,5188808
2024-01-19,RADIO_002,1543232,1249386,8347353
2024-01-21,RADIO_002,1418863,1042977,16978633
2024-01-22,RADIO_002,563501,445200,8076550
2024-01-23,RADIO_002,1656221,1156318,8041552
2024-01-24,RADIO_002,1662287,1062055,6690577
2024-01-25,RADIO_002,1531084,1209534,10069301
2024-01-27,RADIO_002,1058231,681294,9557288
2024-01-28,RADIO_002,1475250,1178889,9717183
2024-01-29,RADIO_002,1004248,690003,12194702
2024-01-30,RADIO_002,619683,449512,5237163
2024-02-02,RADIO_002,1598451,1252041,13463180
2024-02-04,RADIO_002,1458240,1115047,8658012
2024-02-05,RADIO_002,1923057,1674355,10650737
2024-02-09,RADIO_002,1242583,1061117,7651232
2024-02-10,RADIO_002,814705,550516,14976416
2024-02-12,RADIO_002,897299,632558,8513559
2024-02-14,RADIO_002,649897,546892,10552633
2024-02-15,RADIO_002,1588084,1052738,11485341
2024-02-17,RADIO_002,889528,785177,11144701
2024-02-19,RADIO_002,1714511,1386531,8377107
2024-02-21,RADIO_002,1079740,716277,12164762
2024-02-22,RADIO_002,965901,713116,14760139
2024-02-23,RADIO_002,1765141,1462460,10415062
2024-02-24,RADIO_002,1872894,1609136,17981054
2024-02-25,RADIO_002,768860,541524,16275421
2024-02-27,RADIO_002,1682178,1430938,5782420
2024-02-28,RADIO_002,1530151,1156832,13543459
2024-03-01,RADIO_002,927279,696895,6939939
2024-03-02,RADIO_002,1940083,1502419,15666969
2024-03-04,RADIO_002,1810450,1127306,5500645
2024-03-05,RADIO_002,1114171,961412,11953189
2024-03-06,RADIO_002,950983,735512,5118713
2024-03-07,RADIO_002,1814897,1585758,10348727
2024-03-08,RADIO_002,1323716,1171136,9621404
2024-03-10,RADIO_002,1227103,739247,14723758
2024-03-11,RADIO_002,1232502,747846,9605660
2024-03-12,RADIO_002,1339839,924858,7940033
2024-03-13,RADIO_002,848410,645165,9071737
2024-03-14,RADIO_002,736067,589805,10084059
2024-03-16,RADIO_002,697253,543477,11613628
2024-03-17,RADIO_002,1467620,1287552,12331493
2024-03-18,RADIO_002,1102479,975390,10829984
2024-03-20,RADIO_002,1148594,974697,13442095
2024-03-22,RADIO_002,935964,645111,12011411
2024-03-23,RADIO_002,971449,583133,14706818
2024-03-25,RADIO_002,856274,611354,6044823
2024-03-26,RADIO_002,1955859,1593671,5445700
2024-03-27,RADIO_002,1172813,924028,8186972
2024-03-28,RADIO_002,1789151,1211034,6889298
2024-03-29,RADIO_002,1494721,1050062,13712718
2024-03-30,RADIO_002,1843983,1375805,6236198
2024-04-04,RADIO_002,1197552,966387,8601421
2024-04-06,RADIO_002,1981185,1770500,17018317
2024-04-08,RADIO_002,668361,459409,6059559
2024-04-09,RADIO_002,1848875,1455297,13043203
2024-04-10,RADIO_002,649589,460557,6863167
2024-04-11,RADIO_002,1022716,668605,5433971
2024-04-12,RADIO_002,1242976,905269,9642723
2024-04-14,RADIO_002,1844629,1414929,12199971
2024-04-16,RADIO_002,632783,495279,9636758
2024-04-17,RADIO_002,1316796,1000361,6603090
2024-04-18,RADIO_002,1435658,942804,11982154
2024-04-19,RADIO_002,1294153,930039,12203229
2024-04-20,RADIO_002,2194962,1759313,13324726
2024-04-21,RADIO_002,2111671,1326845,11528219
2024-04-24,RADIO_002,1044698,891559,14334133
2024-04-25,RADIO_002,1451364,1208033,9408551
2024-04-26,RADIO_002,780099,549022,10931559
2024-04-27,RADIO_002,1151385,727915,11628724
2024-04-28,RADIO_002,1386179,1228618,6401255
2024-04-29,RADIO_002,1600042,1266032,14462644
2024-04-30,RADIO_002,660379,496226,13267276
2024-05-01,RADIO_002,1749168,1087425,10868204
2024-05-02,RADIO_002,1068741,750344,10340277
2024-05-03,RADIO_002,1244263,1054410,13909953
2024-05-04,RADIO_002,681097,419147,7228733
2024-05-05,RADIO_002,1813441,1492183,10046853
2024-05-06,RADIO_002,911392,696562,7211232
2024-05-07,RADIO_002,1915683,1611589,6339412
2024-05-08,RADIO_002,1033432,865294,9065678
2024-05-09,RADIO_002,1608488,1156609,6278497
2024-05-10,RADIO_002,1246634,876302,8754986
2024-05-11,RADIO_002,608073,505764,10782024
2024-05-12,RADIO_002,1702630,1416896,6526855
2024-05-14,RADIO_002,1605841,1300593,7053681
2024-05-15,RADIO_002,656557,587491,14034077
2024-05-17,RADIO_002,1583466,1040554,14387498
2024-05-18,RADIO_002,1247159,1025764,6858036
2024-05-19,RADIO_002,1601988,1380371,9963530
2024-05-20,RADIO_002,737361,596234,8854704
2024-05-21,RADIO_002,929271,613017,11648077
2024-05-23,RADIO_002,532440,396709,9377772
2024-05-24,RADIO_002,698242,497788,8216624
2024-05-25,RADIO_002,1490544,1158079,15388749
2024-05-26,RADIO_002,854269,576451,9447963
2024-05-27,RADIO_002,1344033,1187432,10194487
2024-05-28,RADIO_002,1725888,1325607,11416757
2024-05-29,RADIO_002,558879,386539,7625502
2024-05-31,RADIO_002,1559348,1301737,7192952
2024-06-01,RADIO_002,1244217,806220,14376892
2024-06-02,RADIO_002,2210391,1371825,12959613
2024-06-03,RADIO_002,1262467,766560,8289197
2024-06-04,RADIO_002,1330912,978453,13198681
2024-06-05,RADIO_002,1074652,914175,7980425
2024-06-07,RADIO_002,1769826,1288560,8933528
2024-06-08,RADIO_002,1857541,1410982,8771299
2024-06-11,RADIO_002,1700081,1196572,12156355
2024-06-12,RADIO_002,1176355,830189,5026321
2024-06-13,RADIO_002,1789498,1212074,6880410
2024-06-14,RADIO_002,1248276,829511,9807140
2024-06-15,RADIO_002,1814343,1507768,8036462
2024-06-16,RADIO_002,1844488,1183207,14569044
2024-06-19,RADIO_002,688491,441676,6861650
2024-06-21,RADIO_002,1619382,1265359,12829341
2024-06-22,RADIO_002,1112816,880623,6220268
2024-06-23,RADIO_002,2044506,1646252,6395723
2024-06-24,RADIO_002,1688685,1168634,11879628
2024-06-25,RADIO_002,1017769,643174,14327791
2024-06-26,RADIO_002,832470,566785,12684677
2024-06-27,RADIO_002,796105,615115,14916730
2024-06-29,RADIO_002,2209398,1911950,17650250
2024-06-30,RADIO_002,1887537,1690872,13608660
2024-07-01,RADIO_002,1008201,658041,12660258
2024-07-02,RADIO_002,1197274,911433,12938359
2024-07-04,RADIO_002,1047866,752195,11154007
2024-07-05,RADIO_002,1313538,1090919,14378869
2024-07-06,RADIO_002,1441177,873358,8533896
2024-07-07,RADIO_002,600808,408167,12208815
2024-07-08,RADIO_002,1888627,1498821,10731492
2024-07-09,RADIO_002,1677324,1107038,14303511
2024-07-10,RADIO_002,1339824,1121302,11758116
2024-07-12,RADIO_002,1300384,824355,14863821
2024-07-14,RADIO_002,2226009,1800927,15327625
2024-07-15,RADIO_002,1046614,738806,9603861
2024-07-16,RADIO_002,1517775,1001007,12512731
2024-07-17,RADIO_002,1213556,923500,12916400
2024-07-19,RADIO_002,1843119,1195760,9093449
2024-07-21,RADIO_002,2110282,1421245,6179399
2024-07-26,RADIO_002,673099,486006,12102433
2024-07-28,RADIO_002,1444009,1146233,13093144
2024-07-30,RADIO_002,1794543,1335884,10739615
2024-07-31,RADIO_002,998110,645261,10605393
2024-08-02,RADIO_002,1709024,1380706,14332764
2024-08-03,RADIO_002,915663,799593,11133881
2024-08-04,RADIO_002,1466543,995796,9432720
2024-08-05,RADIO_002,633394,391089,10990993
2024-08-06,RADIO_002,1332210,968334,12206644
2024-08-07,RADIO_002,1904219,1173896,8654514
2024-08-08,RADIO_002,1705827,1117678,13912826
2024-08-09,RADIO_002,626405,528409,12170479
2024-08-12,RADIO_002,1519727,1290668,12177605
2024-08-13,RADIO_002,1059510,682999,5231106
2024-08-14,RADIO_002,1087219,927925,14173489
2024-08-15,RADIO_002,545635,381095,6685146
2024-08-17,RADIO_002,1353830,1193456,13276917
2024-08-18,RADIO_002,625959,457063,8544334
2024-08-19,RADIO_002,1407411,1103730,13699059
2024-08-20,RADIO_002,1167528,1050601,5918503
2024-08-24,RADIO_002,580384,401076,8729379
2024-08-25,RADIO_002,1743044,1503117,11673520
2024-08-28,RADIO_002,1492007,1024719,5121798
2024-08-29,RADIO_002,904694,681624,8308870
2024-08-30,RADIO_002,1509070,1080704,10124285
2024-08-31,RADIO_002,1177842,968825,7994406
2024-09-02,RADIO_002,1382129,1065907,7340281
2024-09-03,RADIO_002,1237685,952568,10499789
2024-09-05,RADIO_002,703829,436365,12496257
2024-09-08,RADIO_002,896272,668263,11319041
2024-09-11,RADIO_002,1404988,974500,8539056
2024-09-14,RADIO_002,1081097,659496,9897586
2024-09-16,RADIO_002,1206665,1020382,8251329
2024-09-17,RADIO_002,1846263,1632119,13576559
2024-09-18,RADIO_002,1060461,742188,7171404
2024-09-19,RADIO_002,1214936,1044493,11072666
2024-09-20,RADIO_002,1644423,1361329,11438679
2024-09-24,RADIO_002,521119,313759,10032094
2024-09-25,RADIO_002,890317,581477,6008071
2024-09-26,RADIO_002,512334,420536,14093041
2024-09-27,RADIO_002,1839193,1464311,14122296
